pid,title,summary,dates,repository,collection
"umd:83827
","Sellman Family papers, Series II, Box 2, Folder 2: Bills and Receipts -- Lucinda Sellman (I), 1862-1865","The Sellman Family Papers span the years 1828 through 1908 with the bulk of the material dating between 1850 and 1865. The collection contains family and business correspondence; bills and receipts; guardianship documents; handwriting exercises; and household and farm account books and diaries. Subjects covered include daily life; farm management; the cholera epidemic in Grand Gulf, Mississippi; treatment of slaves; sale of crops in Baltimore; and the education of the Sellman children at home and at St. John's College in Annapolis. For more information, please see the full finding aid at http://hdl.handle.net/1903.1/1770.",1801-1900;1862-1865,Historical Manuscripts,Sellman Family papers
"umd:83828
","Sellman Family papers, Series II, Box 2, Folder 3: Bills and Receipts -- Lucinda Sellman (I), undated","The Sellman Family Papers span the years 1828 through 1908 with the bulk of the material dating between 1850 and 1865. The collection contains family and business correspondence; bills and receipts; guardianship documents; handwriting exercises; and household and farm account books and diaries. Subjects covered include daily life; farm management; the cholera epidemic in Grand Gulf, Mississippi; treatment of slaves; sale of crops in Baltimore; and the education of the Sellman children at home and at St. John's College in Annapolis. For more information, please see the full finding aid at http://hdl.handle.net/1903.1/1770.",1801-1900;1860-1865,Historical Manuscripts,Sellman Family papers
"umd:83829
","Sellman Family Papers, Series 1, Box 1, Folder 13: To Lucinda Harwood Sellman (I) -- From Nannie Sellman, 1862","The Sellman Family Papers span the years 1828 through 1908 with the bulk of the material dating between 1850 and 1865. The collection contains family and business correspondence; bills and receipts; guardianship documents; handwriting exercises; and household and farm account books and diaries. Subjects covered include daily life; farm management; the cholera epidemic in Grand Gulf, Mississippi; treatment of slaves; sale of crops in Baltimore; and the education of the Sellman children at home and at St. John's College in Annapolis. For more information, please see the full finding aid at http://hdl.handle.net/1903.1/1770.",1801-1900;1862,Historical Manuscripts,Sellman Family papers
"umd:84225
","William Emory papers, Series I, Folder 1: Correspondence and Notes, 1861-1872","William Hemsley Emory was born on September 7, 1811 in Queen Anne's County, Maryland. Moved by familial concerns at the outbreak of the Civil War, Emory resigned his command on May 9, 1861, an action he immediately regretted. He tried to intercept the written dispatch of his resignation before it could be delivered, but failed in his efforts. The papers of William H. Emory cover the period 1861 to 1873 with the bulk of the material dating from 1861 when he was trying to remedy the problems connected with his hasty and much regretted resignation. The collection consists of letters to Emory from his wife, Matilda Bache Emory, and his brother, J. R. Emory, and manuscript copies of letters in Emory's behalf from General Winfield Scott and Lieutenant A. V. Colburn during the ""resignation"" period. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1235.",1801-1900;1861-1872,Historical Manuscripts,William Emory papers
"umd:84226
","William Emory papers, Series I, Folder 2: Letterpress Copy Notebook, 1872-1873","William Hemsley Emory was born on September 7, 1811 in Queen Anne's County, Maryland. Moved by familial concerns at the outbreak of the Civil War, Emory resigned his command on May 9, 1861, an action he immediately regretted. He tried to intercept the written dispatch of his resignation before it could be delivered, but failed in his efforts. The papers of William H. Emory cover the period 1861 to 1873 with the bulk of the material dating from 1861 when he was trying to remedy the problems connected with his hasty and much regretted resignation. The collection consists of letters to Emory from his wife, Matilda Bache Emory, and his brother, J. R. Emory, and manuscript copies of letters in Emory's behalf from General Winfield Scott and Lieutenant A. V. Colburn during the ""resignation"" period. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1235.",1801-1900;1872-1873,Historical Manuscripts,William Emory papers
"umd:85338
","Journal of Leonidas Dodson, December 18, 1863-1872","Leonidas Dodson (1822-1889) was a banker, teacher, and prominent citizen of Easton, Maryland. The journals are a rich source of information about local and national events, and about Dodson's church, civic, and work responsibilities. They consist of diary entries, extensive quotations and transcriptions, a number of laid-in materials, and information of Dodson's death. Subjects covered include church and religion, disease and death, crime and justice, politics, temperance, the Civil War, and slavery. For more information, please see the complete finding aid at http://hdl.handle.net/1903.1/1714.",1801-1900;1863-1872,Historical Manuscripts,Leonidas Dodson papers
"umd:85826
","Journal of Leonidas Dodson, August 1853-September 23, 1854","Leonidas Dodson (1822-1889) was a banker, teacher, and prominent citizen of Easton, Maryland. The journals are a rich source of information about local and national events, and about Dodson's church, civic, and work responsibilities. They consist of diary entries, extensive quotations and transcriptions, a number of laid-in materials, and information of Dodson's death. Subjects covered include church and religion, disease and death, crime and justice, politics, temperance, the Civil War, and slavery. For more information, please see the complete finding aid at http://hdl.handle.net/1903.1/1714.",1801-1900;1853-1854,Historical Manuscripts,Leonidas Dodson papers
"umd:86547
",African American woman holding two white infants,African American woman holding two white infants,1801-1900,Historical Manuscripts,Byron Family papers
"umd:88951
","Mary Eliza Bradbury papers, Series 1, Box 1, Folder 1: Correspondence, January-November, 1855","The papers of Mary Eliza Bradbury consist of letters written by Mary Eliza Bradbury to Lewis H. Jackson in the course of the year 1855. Letters were exchanged approximately every week. Dates range from January 8, 1855 to November 26, 1855. There are 12 signed letters and one undated manuscript item. The courtship of Bradbury and Lewis is carried on through these letters and religious devotion and emotional commitment are closely intertwined. Bradbury expresses her desire to grow spiritually and describes her profound religious experiences in the Methodist Church. News of local events, family notes, and details of the happenings in her school are also included. For complete collection information, visit the full finding aid at http://hdl.handle.net/1903.1/1699.",1801-1900;1855-01-1855-11,Historical Manuscripts,Mary Eliza Bradbury papers
"umd:94405
","Thomas Kensett Family papers, Series 1, Box 1, Folder 1: Correspondence -- To Mrs. Brown -- From Kate and George Mowton, 1856","Thomas Kensett was born in Cheshire, Connecticut, on February 12, 1814, the eldest son of Thomas Kensett (1786-1829) and Elizabeth Daggett Kensett (1791-1876). He opened an oyster and fruit canning factory in Baltimore in 1849. He became prominent in the Baltimore business community where he served as President of the Baltimore Oyster Packers' Association and Director of the Second National and Mechanics Bank. He also had in interest in railroads, owned real estate and was a member of the Presbyterian Church. For complete collection information, visit the full finding aid at http://hdl.handle.net/1903.1/1463.",1801-1900;1856,Historical Manuscripts,Thomas Kensett Family papers
"umd:94406
","Thomas Kensett Family papers, Series 1, Box 1, Folder 2: Correspondence -- To Mrs. Brown -- From Thomas (Kensett), 1876","Thomas Kensett was born in Cheshire, Connecticut, on February 12, 1814, the eldest son of Thomas Kensett (1786-1829) and Elizabeth Daggett Kensett (1791-1876). He opened an oyster and fruit canning factory in Baltimore in 1849. He became prominent in the Baltimore business community where he served as President of the Baltimore Oyster Packers' Association and Director of the Second National and Mechanics Bank. He also had in interest in railroads, owned real estate and was a member of the Presbyterian Church. For complete collection information, visit the full finding aid at http://hdl.handle.net/1903.1/1463.",1801-1900;1876,Historical Manuscripts,Thomas Kensett Family papers
"umd:94407
","Thomas Kensett Family papers, Series 1, Box 1, Folder 3: Correspondence -- To Miss Coddington -- From Gustave T. Fibiger (?), 1906","Thomas Kensett was born in Cheshire, Connecticut, on February 12, 1814, the eldest son of Thomas Kensett (1786-1829) and Elizabeth Daggett Kensett (1791-1876). He opened an oyster and fruit canning factory in Baltimore in 1849. He became prominent in the Baltimore business community where he served as President of the Baltimore Oyster Packers' Association and Director of the Second National and Mechanics Bank. He also had in interest in railroads, owned real estate and was a member of the Presbyterian Church. For complete collection information, visit the full finding aid at http://hdl.handle.net/1903.1/1463.",1901-2000;1906,Historical Manuscripts,Thomas Kensett Family papers
"umd:94408
","Thomas Kensett Family papers, Series 1, Box 1, Folder 4: Correspondence -- To Gertrude W. Brown Kensett -- From Thomas Kensett, 1873, 1874, 1875, 1876, undated","Thomas Kensett was born in Cheshire, Connecticut, on February 12, 1814, the eldest son of Thomas Kensett (1786-1829) and Elizabeth Daggett Kensett (1791-1876). He opened an oyster and fruit canning factory in Baltimore in 1849. He became prominent in the Baltimore business community where he served as President of the Baltimore Oyster Packers' Association and Director of the Second National and Mechanics Bank. He also had in interest in railroads, owned real estate and was a member of the Presbyterian Church. For complete collection information, visit the full finding aid at http://hdl.handle.net/1903.1/1463.",1801-1900;1873-1876,Historical Manuscripts,Thomas Kensett Family papers
"umd:94409
","Thomas Kensett Family papers, Series 1, Box 1, Folder 5: Correspondence -- To Gertrude W. Brown Kensett -- From Elizabeth D. Vail, 1878","Thomas Kensett was born in Cheshire, Connecticut, on February 12, 1814, the eldest son of Thomas Kensett (1786-1829) and Elizabeth Daggett Kensett (1791-1876). He opened an oyster and fruit canning factory in Baltimore in 1849. He became prominent in the Baltimore business community where he served as President of the Baltimore Oyster Packers' Association and Director of the Second National and Mechanics Bank. He also had in interest in railroads, owned real estate and was a member of the Presbyterian Church. For complete collection information, visit the full finding aid at http://hdl.handle.net/1903.1/1463.",1801-1900;1878,Historical Manuscripts,Thomas Kensett Family papers
"umd:94410
","Thomas Kensett Family papers, Series 1, Box 1, Folder 6: Correspondence -- To Gertrude W. Brown Kensett -- From John Gilman, 1879","Thomas Kensett was born in Cheshire, Connecticut, on February 12, 1814, the eldest son of Thomas Kensett (1786-1829) and Elizabeth Daggett Kensett (1791-1876). He opened an oyster and fruit canning factory in Baltimore in 1849. He became prominent in the Baltimore business community where he served as President of the Baltimore Oyster Packers' Association and Director of the Second National and Mechanics Bank. He also had in interest in railroads, owned real estate and was a member of the Presbyterian Church. For complete collection information, visit the full finding aid at http://hdl.handle.net/1903.1/1463.",1801-1900;1879,Historical Manuscripts,Thomas Kensett Family papers
"umd:94411
","Thomas Kensett Family papers, Series 2, Box 1, Folder 1: Will of Gertrude Kensett Vanderhoef, 1906, 1908","The will of Gertrude Kensett Vanderhoef, daughter of Thomas Kensett and Gertrude W. Brown was signed on July 24, 1906 and later ""cancelled"" on February 17, 1908. Presumably the will was voided because of the death of Gertrude W. Elder, her mother, shortly after the first will was completed. In the will, Mrs. Vanderhoef bequeathed her estate to her mother. Jewelry and silver items were left to her husband and his family members. Any children were to be wards of a cousin, John Kensett Kellogg. Thomas F. Balfe of Newburgh, New York, was named executor. For complete collection information, visit the full finding aid at http://hdl.handle.net/1903.1/1463.",1801-1900;1906-1908,Historical Manuscripts,Thomas Kensett Family papers
"umd:94442
","Journal of Leonidas Dodson, 1842","Leonidas Dodson (1822-1889) was a banker, teacher, and prominent citizen of Easton, Maryland. The journals are a rich source of information about local and national events, and about Dodson's church, civic, and work responsibilities. They consist of diary entries, extensive quotations and transcriptions, a number of laid-in materials, and information of Dodson's death. Subjects covered include church and religion, disease and death, crime and justice, politics, temperance, the Civil War, and slavery. For more information, please see the complete finding aid at http://hdl.handle.net/1903.1/1714.",1801-1900;1842,Historical Manuscripts,Leonidas Dodson papers
"umd:94445
","Journal of Leonidas Dodson, 1843-1850","Leonidas Dodson (1822-1889) was a banker, teacher, and prominent citizen of Easton, Maryland. The journals are a rich source of information about local and national events, and about Dodson's church, civic, and work responsibilities. They consist of diary entries, extensive quotations and transcriptions, a number of laid-in materials, and information of Dodson's death. Subjects covered include church and religion, disease and death, crime and justice, politics, temperance, the Civil War, and slavery. For more information, please see the complete finding aid at http://hdl.handle.net/1903.1/1714.",1801-1900;1843-1850,Historical Manuscripts,Leonidas Dodson papers
"umd:94449
","Journal of Leonidas Dodson, 1851","Leonidas Dodson (1822-1889) was a banker, teacher, and prominent citizen of Easton, Maryland. The journals are a rich source of information about local and national events, and about Dodson's church, civic, and work responsibilities. They consist of diary entries, extensive quotations and transcriptions, a number of laid-in materials, and information of Dodson's death. Subjects covered include church and religion, disease and death, crime and justice, politics, temperance, the Civil War, and slavery. For more information, please see the complete finding aid at http://hdl.handle.net/1903.1/1714.",1801-1900;1851,Historical Manuscripts,Leonidas Dodson papers
"umd:94451
","Journal of Leonidas Dodson, 1852-July 1853","Leonidas Dodson (1822-1889) was a banker, teacher, and prominent citizen of Easton, Maryland. The journals are a rich source of information about local and national events, and about Dodson's church, civic, and work responsibilities. They consist of diary entries, extensive quotations and transcriptions, a number of laid-in materials, and information of Dodson's death. Subjects covered include church and religion, disease and death, crime and justice, politics, temperance, the Civil War, and slavery. For more information, please see the complete finding aid at http://hdl.handle.net/1903.1/1714.",1801-1900;1852-1853,Historical Manuscripts,Leonidas Dodson papers
"umd:94454
","Journal of Leonidas Dodson, September 28, 1854-February 24, 1856","Leonidas Dodson (1822-1889) was a banker, teacher, and prominent citizen of Easton, Maryland. The journals are a rich source of information about local and national events, and about Dodson's church, civic, and work responsibilities. They consist of diary entries, extensive quotations and transcriptions, a number of laid-in materials, and information of Dodson's death. Subjects covered include church and religion, disease and death, crime and justice, politics, temperance, the Civil War, and slavery. For more information, please see the complete finding aid at http://hdl.handle.net/1903.1/1714.",1801-1900;1854-1856,Historical Manuscripts,Leonidas Dodson papers
"umd:94455
","Journal of Leonidas Dodson, 1873-1889","Leonidas Dodson (1822-1889) was a banker, teacher, and prominent citizen of Easton, Maryland. The journals are a rich source of information about local and national events, and about Dodson's church, civic, and work responsibilities. They consist of diary entries, extensive quotations and transcriptions, a number of laid-in materials, and information of Dodson's death. Subjects covered include church and religion, disease and death, crime and justice, politics, temperance, the Civil War, and slavery. For more information, please see the complete finding aid at http://hdl.handle.net/1903.1/1714. Pages 48 to 163 were not digitized, as they had been left blank. Pages 43 and 44 were also not digitized since they were absent from the journal.",1801-1900;1873-1889,Historical Manuscripts,Leonidas Dodson papers
"umd:99359
","Sellman Family Papers, Series 1, Box 1, Folder 3: To Benjamin Harrison from Benjamin Harwood, 1853","The Sellman Family Papers span the years 1828 through 1908 with the bulk of the material dating between 1850 and 1865. The collection contains family and business correspondence; bills and receipts; guardianship documents; handwriting exercises; and household and farm account books and diaries. Subjects covered include daily life; farm management; the cholera epidemic in Grand Gulf, Mississippi; treatment of slaves; sale of crops in Baltimore; and the education of the Sellman children at home and at St. John's College in Annapolis. For more information, please see the full finding aid at http://hdl.handle.net/1903.1/1770.",1901-2000;1853-06-27,Historical Manuscripts,Sellman Family papers
"umd:99479
","Sellman Family Papers, Series 1, Box 1, Folder 7: To Lucinda Harwood Sellman from Benjamin Harwood, 1842, 1849, 1853","The Sellman Family Papers span the years 1828 through 1908 with the bulk of the material dating between 1850 and 1865. The collection contains family and business correspondence; bills and receipts; guardianship documents; handwriting exercises; and household and farm account books and diaries. Subjects covered include daily life; farm management; the cholera epidemic in Grand Gulf, Mississippi; treatment of slaves; sale of crops in Baltimore; and the education of the Sellman children at home and at St. John's College in Annapolis. For more information, please see the full finding aid at http://hdl.handle.net/1903.1/1770.",2001-2100;1842;1849;1853,Historical Manuscripts,Sellman Family papers
"umd:164273
","To Zenos Barnum from William P. Preston, February 26, 1864","Letter to Zenos Barnum from William P. Preston, February 26, 1864.",1801-1900;1864-02-26,Historical Manuscripts,Preston Family papers
"umd:164278
","To Harriet Dame from Theodore A. Dame, May 2, 1832","Letter to Harriet Dame from Theodore A. Dame, May 2, 1832. Sealing wax still attached to outer page.",1801-1900;1832-05-2,Historical Manuscripts,Preston Family papers
"umd:164283
","To Ebbie from May Preston McNeal, October 24, circa 1860s","Letter to Ebbie from May Preston McNeal, October 24, circa 1860s.",1801-1900;1860-1869,Historical Manuscripts,Preston Family papers
"umd:164286
","To K. Hoshino from Joshua Vansant McNeal, February 11, 1916","Letter to K. Hoshino from Joshua Vansant McNeal concerning Hoshino's son, February 11, 1916.",1901-2000;1916-02-11,Historical Manuscripts,Preston Family papers
"umd:164288
","To Mssrs. Keller, Wallis, and Postlethwaite from William P. Preston, May 17, 1869","To Mssrs. Keller, Wallis, and Postlethwaite from William P. Preston, May 17, 1869.",1801-1900;1869-05-17,Historical Manuscripts,Preston Family papers
"umd:164299
","Pre-nuptial agreement, Mary Chew and John Hepburn, 1739","Three-party ""pre-nuptial"" agreement between Mary Chew and Philip Thomas of Anne Arundel County and John Hepburn of Prince George's County. Dated February 8, 1739, this document lists 30 slaves and other chattel of Mary Chew and talks of their disposition upon her pending marriage to John Hepburn. Agreement was signed in the presence of Benjamin Johns, John Hewings, Margaret Thomas, and William Thomas.",1701-1800;1739-02-8,Historical Manuscripts,Hepburn Family Papers
"umd:164348
","Bond from Richard Stone to John Hepburn, 1743","Bond from Richard Stone of Prince George's County, Maryland, to John Hepburn for the sum of 1675 pounds of tobacco, October 29, 1743.",1701-1800;1743-10-29,Historical Manuscripts,Hepburn Family Papers
"umd:164362
","To Louis Kossuth from William P. Preston, February 15, 1855 [copy]","To Louis Kossuth from William P. Preston, February 15, 1855 [copy].",1801-1900;1855-02-15,Historical Manuscripts,Preston Family papers
"umd:164367
","To Misses Lawson from May Preston McNeal, February 7, 1872","To Misses Lawson from May Preston McNeal, February 7, 1872.",1801-1900;1872-02-7,Historical Manuscripts,Preston Family papers
"umd:164369
","To McNeal children from May Preston McNeal (Mama), 1883, 1892, 1904","Three letters to the McNeal children from their mother, May Preston McNeal. Letters are dated 1883, 1892, and 1904.",1801-1900;1901-2000;1883-01-1904-06,Historical Manuscripts,Preston Family papers
"umd:164372
","John Hepburn receipt, 1748","Receipt from Thomas Collings of Prince George's County to John Hepburn for the amount of 320 pounds of tobacco to be repaid, signed May 29, 1748.",1701-1800;1748-05-29,Historical Manuscripts,Hepburn Family Papers
"umd:164375
","John Hepburn receipt, 1748","Receipt from Thomas Collings of Prince George's County to John Hepburn for the amount of 500 pounds of tobacco to be repaid, signed April 29, 1748.",1701-1800;1748-04-29,Historical Manuscripts,Hepburn Family Papers
"umd:164378
","Bond from James Pickering to John Hepburn, 1751","Bond from James Pickering of Anne Arundel County, Maryland, to John Hepburn of Prince George's County, Maryland, for the sum of 11 pounds, 14 shillings, 3 pence sterling. Signed July 2, 1751.",1701-1800;1751-07-2,Historical Manuscripts,Hepburn Family Papers
"umd:164381
","Bond from Clement Maudsley to John Hepburn, 1754","Bond from Clement Maudsley of Prince George's County to John Hepburn of Prince George's County for the sum of nine pounds, signed October 25, 1754.",1701-1800;1754-10-25,Historical Manuscripts,Hepburn Family Papers
"umd:164384
","John Hepburn receipt, 1760","Receipt from Thomas Loomes of Anne Arundel County to John Hepburn of Prince George's County for the sum of 17 pounds, 8 shillings. Signed May 13, 1760.",1701-1800;1760-05-13,Historical Manuscripts,Hepburn Family Papers
"umd:164389
","Receipt to John Hepburn, 1760","Receipt from Thomas Loomes of Anne Arundel County to John Hepburn of Prince George's County for the sum of 17 pounds, 8 shillings. Signed May 13, 1760.",1701-1800;1760-05-13,Historical Manuscripts,Hepburn Family Papers
"umd:164391
","John Hepburn account of sale, tobacco, December 1773","John Hepburn account of sale for one hd [hogshead] tobacco exported to London, December 1773. Inscribed names include William Molleson and Laetitia William Perry.",1701-1800;1773-12,Historical Manuscripts,Hepburn Family Papers
"umd:164398
","John Hepburn account of sale, tobacco, 1773","John Hepburn account of sale for four Hhd [hogsheads] of tobacco exported to London, 1773. Inscribed names include William Molleson and Kitty Joseph Mallett.",1701-1800;1773,Historical Manuscripts,Hepburn Family Papers
"umd:164405
","Circular of William and Robert Molleson, 1774","Typed circular from London merchants William and Robert Molleson addressing accusations that they did not support a Petition for the Redress of American Grievances. Signed by William Molleson, November 1, 1774.",1701-1800;1774-11-1,Historical Manuscripts,Hepburn Family Papers
"umd:164407
","Copy of 1689 deed for ""Joseph's Parke"", 1790","Copy of deed signed by John Callahan, May 13, 1790. Original deed was from 1689 and encompassed 4,220 acres owned by William Josephs and was known as Joseph's Parke.",1701-1800;1790-05-13,Historical Manuscripts,Hepburn Family Papers
"umd:164411
","Deed of gift, slave ""Ben son of Suky"", 1794","1794 deed of gift from Samuel Hepburn to his son John Muir Hepburn in consideration of the natural love and affection and the sum of 5 shillings. The gift was one Negro Boy Slave named Ben, the son of Suky. Signed by Sam Hepburn and David Crawford, Associate Justice for Prince George's County, Maryland.",1701-1800;1794,Historical Manuscripts,Hepburn Family Papers
"umd:164415
","Estate of John Morton of Prince George's County, 1794","Letter of administration upon the estate of John Morton of Prince George's County, Maryland, granted to Mary Morton. Signed May 19, 1794 by John Muschett, Register of Wills of Charles County, Maryland.",1701-1800;1794-05-19,Historical Manuscripts,Hepburn Family Papers
"umd:164421
","Copy of 1722 deed for ""Bradford's Rest"", 1795","Copy of deed signed by John Read Magruder on October 12, 1795. Original deed was dated 1722 and conveyed 230 acres from John Bradford to William Deveron. The land was part of ""Bradford's Rest"".",1701-1800;1795-10-12,Historical Manuscripts,Hepburn Family Papers
"umd:164489
","Register of wills receipt to Samuel Hepburn, 1801","Register of Wills receipt from Sam Tyler, Register of Wills for Prince George's County, to Samuel Hepburn concerning the Last Will and Testament of Samuel Leche. Witnessed by Robert Bowie, Chief Justice of the Orphan's Court of Prince George's County, August 18, 1801.",1801-1900;1801-08-18,Historical Manuscripts,Hepburn Family Papers
"umd:164494
","Plat of Molly's Dislike, 1811","Copy of plat signed by John Brewer August 3, 1811. Original plat made in 1775 for William Baker for 553 acres called Molly's Dislike.",1801-1900;1811-08-3,Historical Manuscripts,Hepburn Family Papers
"umd:164498
","Copy of 1720 deed for Calverton Manor (Oatry), 1812","Copy of deed signed by John Brewer July 27, 1812. Original deed is a 1720 conveyance to Caleb (Lotton?) of Prince George's County of 405 acres called Oatry, now to be called Calverton Manor.",1801-1900;1812-07-27,Historical Manuscripts,Hepburn Family Papers
"umd:164514
","Public notice for smallpox vaccination in Baltimore, 1813","Public notice for the State of Maryland advocating smallpox vaccination in Baltimore, March 24, 1813. Names include James Smith, Agent for Vaccination, Baltimore, and B. Edes, printer, Baltimore.",1801-1900;1813-03-24,Historical Manuscripts,Hepburn Family Papers
"umd:164556
",Barnes family portrait,"Copper plate family photograph of Zadel, Hinda, Culmer, Reon, Marilla, Kilmeny, and Gaybert Barnes, undated.",1801-1900,Literary Manuscripts,Barnes Family Papers
"umd:164558
",Llewellyn Barnes portrait,"Glass plate photograph of Llewellyn Barnes in black box frame, undated.",1801-1900,Historical Manuscripts,Barnes Family Papers
"umd:164563
",Photograph of Wald Barnes in Gothic chair,Portrait of Wald Barnes in Gothic chair. Undated glass plate photograph in black box frame.,1801-1900,Literary Manuscripts,Barnes Family Papers
"umd:164565
",Portrait of Duane Barnes in wrap,"Copper plate photograph of Duane Barnes in wrap, undated.",1801-1900,Literary Manuscripts,Barnes Family Papers
"umd:164574
",Photograph of Duane Barnes and Cynthia Turner,"Copper plate photograph of Duane Barnes and Cynthia Turner seated, undated.",1801-1900,Literary Manuscripts,Barnes Family Papers
"umd:164576
",Photograph of Duane Barnes,Portrait of Duane Barnes. Undated glass plate photograph in black box frame. Cutting of Duane's hair was inside frame and was moved to an envelope.,1801-1900,Literary Manuscripts,Barnes Family Papers
"umd:164579
",Barnes family pencil sketch of old homestead,"Pencil sketch of old homestead in black box frame, undated. Enclosure reads: ""Old homestead on site of my birth place or next door -- Justin"".",1801-1900,Literary Manuscripts,Barnes Family Papers
"umd:164591
","To McNeal children from Madge Preston, 1882-1894","Thirteen letters from Madge Preston to the McNeal children, between 1882-1894.",1801-1900;1882-1894,Historical Manuscripts,Preston Family Papers
"umd:164702
","To May Preston McNeal from Madge Preston, January 1884 - March 1884","Eighteen letters that Madge Preston wrote to May Preston McNeal between January 3rd, 1884 and March 31st of 1884.",1801-1900;1884-01-3;1884-03-31,Historical Manuscripts,Preston Family Papers
"umd:164813
","To Joshua Vansant McNeal from Brother Daliances [?], February 5, 1916","One letter to Joshua Vansant McNeal from Brother Daliances [?], February 5, 1916.",1901-2000;1916-02-5,Historical Manuscripts,Preston Family Papers
"umd:164927
","Diary -- Preston, William P., 1830, 1859","William P. Preston's diary for the dates of January and February 1830 and January 1 to January 3, 1859.",1801-1900;1830-01;1830-02;1859-01-1-1859-01-3,Historical Manuscripts,Preston Family papers
"umd:164952
","To Joshua Vansant McNeal from Brother Dacianus, February 5, 1916","One letter to Joshua Vansant McNeal from Brother Dacianus (Antoine Guillot), headmaster of St. Ann's Academy, concerning Joseph Hoshino's placement at the school, February 5, 1916.",1901-2000;1916-02-5,Historical Manuscripts,Preston Family Papers
"umd:165009
","Writings -- Brent, R. B., August 8, year unknown","Writings of R. B. Brent, dated August 8, unknown year.",1801-1900,Historical Manuscripts,Preston Family Papers
"umd:165011
","Writings -- McNeal, May [Preston], 1867, 1905, and undated","Three writings by May McNeal Preston, one undated, one from 1905, and the poem, ""Farewell to St. Joseph's"" from 1867.",1801-1900;1901-2000;1867;1905,Historical Manuscripts,Preston Family Papers
"umd:165021
","Writings -- Preston, Madge, 1868-1869 and undated","Three notes from a trip to Europe dated November 19, 1868, December 7, 1868, and April 7, 1869; list of expenses from trip to Europe, undated; three other writings including excerpt from novel ""A Woman's Heart"", undated.",1801-1900;1868-11-19;1868-12-7;1869-04-7,Historical Manuscripts,Preston Family Papers
"umd:165078
","To Joshua Vansant McNeal from Joseph Hoshino, February 9, 1916","Letter to Joshua Vansant McNeal from Joseph Hoshino, February 9, 1916.",1901-2000;1916-02-9,Historical Manuscripts,Preston Family Papers
"umd:165082
","To Joshua Vansant McNeal from William Ivins, March 9, 1916","Letter to Joshua Vansant McNeal from William Ivins, March 9, 1916.",1901-2000;1916-03-9,Historical Manuscripts,Preston Family Papers
"umd:165111
","To Joshua Vansant McNeal from May Preston McNeal, May 7, 1868","To Joshua Vansant McNeal from May Preston McNeal, May 7, 1868.",1801-1900;1868-05-7,Historical Manuscripts,Preston Family papers
"umd:165114
","To Joshua Vansant McNeal from Madge Preston, 1876 and undated","Includes three letters. One letter is dated July 12, 1876. The other two letters are undated.",1801-1900;1876-07-12,Historical Manuscripts,Preston Family papers
"umd:165120
","To Joshua Vansant McNeal from Robert Small, February 1, 1880","To Joshua Vansant McNeal from Robert Small, February 1, 1880.",1801-1900;1880-02-1,Historical Manuscripts,Preston Family papers
"umd:165125
","To Mark McNeal from K. Hoshino, January 6, 1915","To Mark McNeal from K. Hoshino, January 6, 1915.",1901-2000;1915-01-6,Historical Manuscripts,Preston Family papers
"umd:165288
","To Mark McNeal from Joshua Vansant McNeal (Papa), 1902, 1914-1916","This folder includes twenty-two letters from the following dates: August 24, 1902, September 6 through 8, 1914, November 13, 1915, December 7, 1915, December 12, 1915, January 4, 1916, January 14, 1916, January 24, 1916, January 30, 1916, February 13, 1916, February 26, 1916, March 8, 1916, March 14, 1916, March 26, 1916, April 20, 1916, April 10, 1916, April 22, 1916, May 5, 1916, May 15, 1916, May 22, 1916, and May 28, 1916. The last letter in the folder, dated May 28, 1916, contains a dried four leaf clover. Additionally, there were two news clippings in the folder; one is undated and one is dated August 1916.",1901-2000;1902-1916,Historical Manuscripts,Preston Family papers
"umd:165377
","Writings, William P. Preston, 1835, 1855, 1857, and undated","Poem by William P. Preston dated March 14, 1877; two letters dated September 24, 1835 and March 18, 1857; concert list dated 1867; copy of undated newspaper article regarding William P. Preston's candidacy for Congress; a speech and other undated writings.",1801-1900;1835-1877,Historical Manuscripts,Preston Family Papers
"umd:165399
","Writings -- William P. Preston -- draft of denunciation of Abraham Lincoln, 1861","Draft of denunciation of Abraham Lincoln by William P. Preston (in response to riots in Baltimore, Md.), 1861.",1801-1900;1861,Historical Manuscripts,Preston Family Papers
"umd:165412
","Writings -- William P. Preston -- a letter from the battlefield of Gettysburg, July 7, 1863","A letter from William P. Preston describing the battlefield of Gettysburg, July 7, 1863.",1801-1900;1863-07-7,Historical Manuscripts,Preston Family Papers
"umd:165421
","Indenture -- John Bouldini and Joseph Mintz, 1805","Indenture between John Bouldini and Joseph Mintz of Baltimore, Maryland, September 16, 1805.",1801-1900;1805-09-16,Historical Manuscripts,Preston Family Papers
"umd:165445
","Indenture -- William P. Preston and John S. Gittings, 1845","Indenture contract between William P. Preston and John S. Gittings dated November 19, 1844; two receipts dated April 23 and January 20, 1845, and a letter from William P. Preston dated October 24, 1858.",1801-1900;1844-1858,Historical Manuscripts,Preston Family Papers
"umd:165484
","Mortgage note -- John Boyce Tyler to William P. Preston, 1838","Mortgage note from John Boyce Tyler to William P. Preston dated May 18, 1838.",1801-1900;1838-05-18,Historical Manuscripts,Preston Family Papers
