Dublin Core:Identifier,Dublin Core:Type,Dublin Core:Title,Dublin Core:Description,Dublin Core:Date,Dublin Core:Temporal Coverage,Dublin Core:Extent,Dublin Core:Relation,Scripto:Status,tags,recordType,collection,file
umd:80569;http://hdl.handle.net/1903.1/12195,Letters,"John William Stewart Family Papers, Series I, Folder 12: Family Correspondence, To John W. Stewart -- From Will M. Ogilby, 1865","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series I consists of correspondence between John William Stewart and his family and friends. Among the topics covered in the letters are the Civil War, travel and religion. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",1865,1801-1900,3 pages,Historical Manuscripts,To transcribe,"United States -- History -- Civil War, 1861-1865",Item,John William Stewart Family papers,http://fedora.lib.umd.edu/fedora/get/umd:81841/image;http://fedora.lib.umd.edu/fedora/get/umd:81842/image;http://fedora.lib.umd.edu/fedora/get/umd:81839/image
umd:80570;http://hdl.handle.net/1903.1/12196,Letters,"John William Stewart Family Papers, Series I, Folder 13: Family Correspondence, To John W. Stewart -- From Alexander Stewart, 1857-1860, 1862, 1864, 1869","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series I consists of correspondence between John William Stewart and his family and friends. Among the topics covered in the letters are the Civil War, travel and religion. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",,1801-1900,28 pages,Historical Manuscripts,To transcribe,"United States -- History -- Civil War, 1861-1865",Item,John William Stewart Family papers,http://fedora.lib.umd.edu/fedora/get/umd:81864/image;http://fedora.lib.umd.edu/fedora/get/umd:81848/image;http://fedora.lib.umd.edu/fedora/get/umd:81855/image;http://fedora.lib.umd.edu/fedora/get/umd:81860/image;http://fedora.lib.umd.edu/fedora/get/umd:81854/image;http://fedora.lib.umd.edu/fedora/get/umd:81850/image;http://fedora.lib.umd.edu/fedora/get/umd:81856/image;http://fedora.lib.umd.edu/fedora/get/umd:81947/image;http://fedora.lib.umd.edu/fedora/get/umd:81955/image;http://fedora.lib.umd.edu/fedora/get/umd:81867/image;http://fedora.lib.umd.edu/fedora/get/umd:81868/image;http://fedora.lib.umd.edu/fedora/get/umd:81858/image;http://fedora.lib.umd.edu/fedora/get/umd:81853/image;http://fedora.lib.umd.edu/fedora/get/umd:81863/image;http://fedora.lib.umd.edu/fedora/get/umd:81859/image;http://fedora.lib.umd.edu/fedora/get/umd:81846/image;http://fedora.lib.umd.edu/fedora/get/umd:81847/image;http://fedora.lib.umd.edu/fedora/get/umd:81869/image;http://fedora.lib.umd.edu/fedora/get/umd:81857/image;http://fedora.lib.umd.edu/fedora/get/umd:81952/image;http://fedora.lib.umd.edu/fedora/get/umd:81865/image;http://fedora.lib.umd.edu/fedora/get/umd:81870/image;http://fedora.lib.umd.edu/fedora/get/umd:81862/image;http://fedora.lib.umd.edu/fedora/get/umd:81866/image;http://fedora.lib.umd.edu/fedora/get/umd:81861/image;http://fedora.lib.umd.edu/fedora/get/umd:81951/image;http://fedora.lib.umd.edu/fedora/get/umd:81845/image;http://fedora.lib.umd.edu/fedora/get/umd:81953/image
umd:80571;http://hdl.handle.net/1903.1/12197,Letters,"John William Stewart Family Papers, Series I, Folder 14: Family Correspondence, To John W. Stewart -- From Florence Stewart, 1887","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series I consists of correspondence between John William Stewart and his family and friends. Among the topics covered in the letters are the Civil War, travel and religion. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",1887,1801-1900,6 pages,Historical Manuscripts,To transcribe,"United States -- History -- Civil War, 1861-1865",Item,John William Stewart Family papers,http://fedora.lib.umd.edu/fedora/get/umd:81962/image;http://fedora.lib.umd.edu/fedora/get/umd:81963/image;http://fedora.lib.umd.edu/fedora/get/umd:81964/image;http://fedora.lib.umd.edu/fedora/get/umd:81965/image;http://fedora.lib.umd.edu/fedora/get/umd:81966/image;http://fedora.lib.umd.edu/fedora/get/umd:81961/image
umd:80572;http://hdl.handle.net/1903.1/12198,Letters,"John William Stewart Family Papers, Series I, Folder 15: Family Correspondence, To John W. Stewart -- From Rosa Stewart, 1878","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series I consists of correspondence between John William Stewart and his family and friends. Among the topics covered in the letters are the Civil War, travel and religion. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",1878,1801-1900,11 pages,Historical Manuscripts,To transcribe,"United States -- History -- Civil War, 1861-1865",Item,John William Stewart Family papers,http://fedora.lib.umd.edu/fedora/get/umd:81971/image;http://fedora.lib.umd.edu/fedora/get/umd:81973/image;http://fedora.lib.umd.edu/fedora/get/umd:81974/image;http://fedora.lib.umd.edu/fedora/get/umd:81979/image;http://fedora.lib.umd.edu/fedora/get/umd:81978/image;http://fedora.lib.umd.edu/fedora/get/umd:81975/image;http://fedora.lib.umd.edu/fedora/get/umd:81981/image;http://fedora.lib.umd.edu/fedora/get/umd:81984/image;http://fedora.lib.umd.edu/fedora/get/umd:81983/image;http://fedora.lib.umd.edu/fedora/get/umd:81976/image;http://fedora.lib.umd.edu/fedora/get/umd:81970/image
umd:80573;http://hdl.handle.net/1903.1/12199,Letters,"John William Stewart Family Papers, Series I, Folder 16: Family Correspondence, To John W. Stewart -- From Rose Stewart, 1861, 1865, 1867, 1869, 1875, 1878","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series I consists of correspondence between John William Stewart and his family and friends. Among the topics covered in the letters are the Civil War, travel and religion. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",,1801-1900,45 pages,Historical Manuscripts,To transcribe,"United States -- History -- Civil War, 1861-1865",Item,John William Stewart Family papers,http://fedora.lib.umd.edu/fedora/get/umd:81993/image;http://fedora.lib.umd.edu/fedora/get/umd:81997/image;http://fedora.lib.umd.edu/fedora/get/umd:82002/image;http://fedora.lib.umd.edu/fedora/get/umd:82034/image;http://fedora.lib.umd.edu/fedora/get/umd:81996/image;http://fedora.lib.umd.edu/fedora/get/umd:81998/image;http://fedora.lib.umd.edu/fedora/get/umd:82027/image;http://fedora.lib.umd.edu/fedora/get/umd:82020/image;http://fedora.lib.umd.edu/fedora/get/umd:82010/image;http://fedora.lib.umd.edu/fedora/get/umd:82026/image;http://fedora.lib.umd.edu/fedora/get/umd:82000/image;http://fedora.lib.umd.edu/fedora/get/umd:82009/image;http://fedora.lib.umd.edu/fedora/get/umd:82005/image;http://fedora.lib.umd.edu/fedora/get/umd:82001/image;http://fedora.lib.umd.edu/fedora/get/umd:81991/image;http://fedora.lib.umd.edu/fedora/get/umd:81992/image;http://fedora.lib.umd.edu/fedora/get/umd:82032/image;http://fedora.lib.umd.edu/fedora/get/umd:82023/image;http://fedora.lib.umd.edu/fedora/get/umd:82018/image;http://fedora.lib.umd.edu/fedora/get/umd:82033/image;http://fedora.lib.umd.edu/fedora/get/umd:82007/image;http://fedora.lib.umd.edu/fedora/get/umd:82029/image;http://fedora.lib.umd.edu/fedora/get/umd:82019/image;http://fedora.lib.umd.edu/fedora/get/umd:82003/image;http://fedora.lib.umd.edu/fedora/get/umd:81990/image;http://fedora.lib.umd.edu/fedora/get/umd:82006/image;http://fedora.lib.umd.edu/fedora/get/umd:81994/image;http://fedora.lib.umd.edu/fedora/get/umd:82015/image;http://fedora.lib.umd.edu/fedora/get/umd:82024/image;http://fedora.lib.umd.edu/fedora/get/umd:82012/image;http://fedora.lib.umd.edu/fedora/get/umd:82011/image;http://fedora.lib.umd.edu/fedora/get/umd:82037/image;http://fedora.lib.umd.edu/fedora/get/umd:82028/image;http://fedora.lib.umd.edu/fedora/get/umd:82025/image;http://fedora.lib.umd.edu/fedora/get/umd:82035/image;http://fedora.lib.umd.edu/fedora/get/umd:82021/image;http://fedora.lib.umd.edu/fedora/get/umd:82030/image;http://fedora.lib.umd.edu/fedora/get/umd:81995/image;http://fedora.lib.umd.edu/fedora/get/umd:81999/image;http://fedora.lib.umd.edu/fedora/get/umd:82031/image;http://fedora.lib.umd.edu/fedora/get/umd:82013/image;http://fedora.lib.umd.edu/fedora/get/umd:82036/image;http://fedora.lib.umd.edu/fedora/get/umd:82004/image;http://fedora.lib.umd.edu/fedora/get/umd:82022/image;http://fedora.lib.umd.edu/fedora/get/umd:82016/image
umd:80574;http://hdl.handle.net/1903.1/12200,Letters,"John William Stewart Family Papers, Series I, Folder 17: Family Correspondence, To John W. Stewart -- From William Witherow, 1863","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series I consists of correspondence between John William Stewart and his family and friends. Among the topics covered in the letters are the Civil War, travel and religion. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",1863,1801-1900,5 pages,Historical Manuscripts,To transcribe,"United States -- History -- Civil War, 1861-1865",Item,John William Stewart Family papers,http://fedora.lib.umd.edu/fedora/get/umd:82043/image;http://fedora.lib.umd.edu/fedora/get/umd:82044/image;http://fedora.lib.umd.edu/fedora/get/umd:82045/image;http://fedora.lib.umd.edu/fedora/get/umd:82046/image;http://fedora.lib.umd.edu/fedora/get/umd:82042/image
umd:80575;http://hdl.handle.net/1903.1/12201,Letters,"John William Stewart Family Papers, Series I, Folder 18: Family Correspondence, To John W. Stewart children -- From Rosa B. Stewart, 1878","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series I consists of correspondence between John William Stewart and his family and friends. Among the topics covered in the letters are the Civil War, travel and religion. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",1878,1801-1900,4 pages,Historical Manuscripts,To transcribe,"United States -- History -- Civil War, 1861-1865",Item,John William Stewart Family papers,http://fedora.lib.umd.edu/fedora/get/umd:82048/image;http://fedora.lib.umd.edu/fedora/get/umd:82049/image;http://fedora.lib.umd.edu/fedora/get/umd:82050/image;http://fedora.lib.umd.edu/fedora/get/umd:82047/image
umd:80576;http://hdl.handle.net/1903.1/12202,Letters,"John William Stewart Family Papers, Series I, Folder 19: Family Correspondence, To Rosa Stewart -- From Augusta, 1883","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series I consists of correspondence between John William Stewart and his family and friends. Among the topics covered in the letters are the Civil War, travel and religion. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",1883,1801-1900,8 pages,Historical Manuscripts,To transcribe,"United States -- History -- Civil War, 1861-1865",Item,John William Stewart Family papers,http://fedora.lib.umd.edu/fedora/get/umd:82158/image;http://fedora.lib.umd.edu/fedora/get/umd:82159/image;http://fedora.lib.umd.edu/fedora/get/umd:82160/image;http://fedora.lib.umd.edu/fedora/get/umd:82164/image;http://fedora.lib.umd.edu/fedora/get/umd:82163/image;http://fedora.lib.umd.edu/fedora/get/umd:82161/image;http://fedora.lib.umd.edu/fedora/get/umd:82162/image;http://fedora.lib.umd.edu/fedora/get/umd:82157/image
umd:80577;http://hdl.handle.net/1903.1/12203,Letters,"John William Stewart Family Papers, Series I, Folder 20: Family Correspondence, To Rosa Stewart -- From Florence, 1884","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series I consists of correspondence between John William Stewart and his family and friends. Among the topics covered in the letters are the Civil War, travel and religion. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",1884,1801-1900,10 pages,Historical Manuscripts,To transcribe,"United States -- History -- Civil War, 1861-1865",Item,John William Stewart Family papers,http://fedora.lib.umd.edu/fedora/get/umd:82166/image;http://fedora.lib.umd.edu/fedora/get/umd:82167/image;http://fedora.lib.umd.edu/fedora/get/umd:82168/image;http://fedora.lib.umd.edu/fedora/get/umd:82173/image;http://fedora.lib.umd.edu/fedora/get/umd:82172/image;http://fedora.lib.umd.edu/fedora/get/umd:82171/image;http://fedora.lib.umd.edu/fedora/get/umd:82170/image;http://fedora.lib.umd.edu/fedora/get/umd:82174/image;http://fedora.lib.umd.edu/fedora/get/umd:82175/image;http://fedora.lib.umd.edu/fedora/get/umd:82165/image
umd:80578;http://hdl.handle.net/1903.1/12204,Letters,"John William Stewart Family Papers, Series I, Folder 21: Family Correspondence, To Rosa Stewart -- From R(ose) J. Annan, 1894","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series I consists of correspondence between John William Stewart and his family and friends. Among the topics covered in the letters are the Civil War, travel and religion. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",1894,1801-1900,8 pages,Historical Manuscripts,To transcribe,,Item,John William Stewart Family papers,http://fedora.lib.umd.edu/fedora/get/umd:82177/image;http://fedora.lib.umd.edu/fedora/get/umd:82178/image;http://fedora.lib.umd.edu/fedora/get/umd:82179/image;http://fedora.lib.umd.edu/fedora/get/umd:82183/image;http://fedora.lib.umd.edu/fedora/get/umd:82182/image;http://fedora.lib.umd.edu/fedora/get/umd:82180/image;http://fedora.lib.umd.edu/fedora/get/umd:82181/image;http://fedora.lib.umd.edu/fedora/get/umd:82176/image
umd:80579;http://hdl.handle.net/1903.1/12205,Letters,"John William Stewart Family Papers, Series I, Folder 22: Family Correspondence, To Rosa Stewart -- From N(ancy) J. Harper, 1885","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series I consists of correspondence between John William Stewart and his family and friends. Among the topics covered in the letters are the Civil War, travel and religion. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",1885,1801-1900,8 pages,Historical Manuscripts,To transcribe,,Item,John William Stewart Family papers,http://fedora.lib.umd.edu/fedora/get/umd:82185/image;http://fedora.lib.umd.edu/fedora/get/umd:82186/image;http://fedora.lib.umd.edu/fedora/get/umd:82187/image;http://fedora.lib.umd.edu/fedora/get/umd:82191/image;http://fedora.lib.umd.edu/fedora/get/umd:82190/image;http://fedora.lib.umd.edu/fedora/get/umd:82188/image;http://fedora.lib.umd.edu/fedora/get/umd:82189/image;http://fedora.lib.umd.edu/fedora/get/umd:82184/image
umd:80580;http://hdl.handle.net/1903.1/12206,Letters,"John William Stewart Family Papers, Series II, Folder 1: Business Correspondence, To John W. Stewart -- From Mrs. Irwin, undated","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series II consists of correspondence pertaining to John William Stewart's business affairs. In a letter dated 1885, J. H. Lester wrote Stewart about his hardware business in South English, Iowa. John Strohn wrote to Stewart about payment for a rental property in Shippensburg, Pennsylvania in 1900. Stewart also had business interests in Antler, Saskatchewan, Canada, and in 1906 received news of grain and horses from R. A. Irwin. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",,1801-1900,1 pages,Historical Manuscripts,To transcribe,,Item,John William Stewart Family papers,http://fedora.lib.umd.edu/fedora/get/umd:82235/image
umd:80581;http://hdl.handle.net/1903.1/12207,Letters,"John William Stewart Family Papers, Series II, Folder 2: Business Correspondence, To John W. Stewart -- From R. A. Irwin, 1906","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series II consists of correspondence pertaining to John William Stewart's business affairs. In a letter dated 1885, J. H. Lester wrote Stewart about his hardware business in South English, Iowa. John Strohn wrote to Stewart about payment for a rental property in Shippensburg, Pennsylvania in 1900. Stewart also had business interests in Antler, Saskatchewan, Canada, and in 1906 received news of grain and horses from R. A. Irwin. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",1906,1801-1900,2 pages,Historical Manuscripts,To transcribe,,Item,John William Stewart Family papers,http://fedora.lib.umd.edu/fedora/get/umd:82237/image;http://fedora.lib.umd.edu/fedora/get/umd:82236/image
umd:80582;http://hdl.handle.net/1903.1/12208,Letters,"John William Stewart Family Papers, Series II, Folder 3: Business Correspondence, To John W. Stewart -- From J. H. Lester, 1885","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series II consists of correspondence pertaining to John William Stewart's business affairs. In a letter dated 1885, J. H. Lester wrote Stewart about his hardware business in South English, Iowa. John Strohn wrote to Stewart about payment for a rental property in Shippensburg, Pennsylvania in 1900. Stewart also had business interests in Antler, Saskatchewan, Canada, and in 1906 received news of grain and horses from R. A. Irwin. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",1885,1801-1900,3 pages,Historical Manuscripts,To transcribe,,Item,John William Stewart Family papers,http://fedora.lib.umd.edu/fedora/get/umd:82239/image;http://fedora.lib.umd.edu/fedora/get/umd:82240/image;http://fedora.lib.umd.edu/fedora/get/umd:82238/image
umd:80583;http://hdl.handle.net/1903.1/12209,Letters,"John William Stewart Family Papers, Series II, Folder 3: Business Correspondence, To John W. Stewart -- From John Strohm, 1900","John William Stewart, the son of John Sheeler Stewart (b.1812) and Margaret Barbour Witherow (1818-1902), was born in Emmitsburg, Frederick County, Maryland on January 21, 1844. Series II consists of correspondence pertaining to John William Stewart's business affairs. In a letter dated 1885, J. H. Lester wrote Stewart about his hardware business in South English, Iowa. John Strohn wrote to Stewart about payment for a rental property in Shippensburg, Pennsylvania in 1900. Stewart also had business interests in Antler, Saskatchewan, Canada, and in 1906 received news of grain and horses from R. A. Irwin. For more information, see the complete finding aid to the collection at http://hdl.handle.net/1903.1/1470.",1900,1801-1900,2 pages,Historical Manuscripts,To transcribe,,Item,John William Stewart Family papers,http://fedora.lib.umd.edu/fedora/get/umd:82242/image;http://fedora.lib.umd.edu/fedora/get/umd:82241/image
umd:82154;http://hdl.handle.net/1903.1/12557,"Photograph, documentary","Tintype of Mamie Humrichouse, circa 1890-1895","Tintype of Mamie Humrichouse as a young woman, wearing a hat, circa 1890-1895. Born 1874, died 1957. Back of photograph reads ""Pope's Original Pearltype Picture, from his Celebrated Premium Galleries of Photography. No. 91 W. Baltimore Street. First class pictures taken in stormy weather. Children's pictures beautifully executed. Pope's cabinet pearltype, one dollar. With frame complete, $2.00. These are beautiful parlor ornaments. Porcelain and photographs, all styles, at low prices. Large photographs copied from old ambrotypes."" From the Humrichouse Family photograph album. To view the entire album, please visit http://hdl.handle.net/1903.1/11824.",,1801-1900,2 pages,Historical Manuscripts,To transcribe,,Item,Byron Family papers,http://fedora.lib.umd.edu/fedora/get/umd:82156/image;http://fedora.lib.umd.edu/fedora/get/umd:82155/image
umd:82304;http://hdl.handle.net/1903.1/12578,Letters,"Letter by Charles Benedict Calvert to J. C. Nicholson, Riversdale, Maryland, September 29, 1858","A letter from Charles Benedict Calvert to J. C. Nicholson, a Baltimore businessman, detailing his visions for a new institution, the Maryland Agricultural College, which would ""teach everything that is taught in the best Universities."" The letter also encourages Nicholson's son to attend the new institution. Sent from Riversdale, Maryland, September 29, 1858.",1858-09-29,1801-1900,3 pages,University Archives,To transcribe,"
    ;
    ",Item,Maryland Manuscripts collection,http://fedora.lib.umd.edu/fedora/get/umd:82306/image;http://fedora.lib.umd.edu/fedora/get/umd:82307/image;http://fedora.lib.umd.edu/fedora/get/umd:82305/image
umd:82311;http://hdl.handle.net/1903.1/12581,"Photograph, documentary","Unidentified male, Humrichouse Family photo album, circa 1860-1885","Carte-de-visite of an unidentified male member of the Humrichouse family, sitting in a chair, circa 1860-1885. Photograph was taken by Israel & Co. Photographers, 125 Baltimore Street, Baltimore, Maryland. Back of photo contains a 3 cent Internal Revenue stamp. From the Humrichouse Family photograph album, found in between blank pages in the front of the album. To view the entire album, please visit http://hdl.handle.net/1903.1/11824.",,1801-1900,2 pages,Historical Manuscripts,To transcribe,,Item,Byron Family papers,http://fedora.lib.umd.edu/fedora/get/umd:82313/image;http://fedora.lib.umd.edu/fedora/get/umd:82312/image
umd:82314;http://hdl.handle.net/1903.1/12582,"Photograph, documentary","Three unidentified young men, Humrichouse Family photo album, circa 1860-1885","Tintype of three unidentified young men of the Humrichouse family, circa 1860-1885. From the Humrichouse Family photograph Album, found in front of a photo on page 5 of the album. To view the entire album, please visit http://hdl.handle.net/1903.1/11824.",,1801-1900,2 pages,Historical Manuscripts,To transcribe,,Item,Byron Family papers,http://fedora.lib.umd.edu/fedora/get/umd:82316/image;http://fedora.lib.umd.edu/fedora/get/umd:82315/image
umd:82317;http://hdl.handle.net/1903.1/12583,"Photograph, documentary","Unidentififed female child, Humrichouse Family photo album, circa 1860-1885","Carte-de-visite of an unidentified female child of the Humrichouse family, circa 1860-1885. Photograph taken by E. M. Recher, Hagerstown, Maryland. From the Humrichouse Family photograph album, found on page 13 of the album. To view the entire album, please visit http://hdl.handle.net/1903.1/11824.",,1801-1900,2 pages,Historical Manuscripts,To transcribe,,Item,Byron Family papers,http://fedora.lib.umd.edu/fedora/get/umd:82319/image;http://fedora.lib.umd.edu/fedora/get/umd:82318/image
umd:82320;http://hdl.handle.net/1903.1/12584,"Photograph, documentary","Kitty McComas as a toddler, circa 1860-1885","Carte-de-visite of Kitty McComas as a toddler, circa 1860-1885. Photograph taken by B. W. T. Phreaner, Hagerstown, Maryland. From the Humrichouse Family photograph album, found loose in between pages 14 and 15 of the album. To view the entire album, please visit http://hdl.handle.net/1903.1/11824.",,1801-1900,2 pages,Historical Manuscripts,To transcribe,,Item,Byron Family papers,http://fedora.lib.umd.edu/fedora/get/umd:82322/image;http://fedora.lib.umd.edu/fedora/get/umd:82321/image
umd:82323;http://hdl.handle.net/1903.1/12585,"Photograph, documentary","Unidentified teenage girl, Humrichouse Family photo album, circa 1860-1885","Carte-de-visite of an unidentified female teenager of the Humrichouse family, circa 1860-1885. Back of photograph contains a 3 cent Internal Revenue stamp. From the Humrichouse Family photograph album, found on page 16 of the album. To view the entire album, please visit http://hdl.handle.net/1903.1/11824.",,1801-1900,2 pages,Historical Manuscripts,To transcribe,,Item,Byron Family papers,http://fedora.lib.umd.edu/fedora/get/umd:82325/image;http://fedora.lib.umd.edu/fedora/get/umd:82324/image
umd:82326;http://hdl.handle.net/1903.1/12586,"Photograph, documentary","Unidentified young girl, Humrichouse Family photo album, circa 1860-1885","Carte-de-visite of an unidentified young girl standing next to a chair, from the Humrichouse family, circa 1860-1885. Photograph taken by Israel & Co. Photographers, 125 Baltimore Street, Baltimore, Maryland. From the Humrichouse Family photograph album, found on page 18 of the album. To view the entire album, please visit http://hdl.handle.net/1903.1/11824.",,1801-1900,2 pages,Historical Manuscripts,To transcribe,,Item,Byron Family papers,http://fedora.lib.umd.edu/fedora/get/umd:82328/image;http://fedora.lib.umd.edu/fedora/get/umd:82327/image
umd:82329;http://hdl.handle.net/1903.1/12587,"Photograph, documentary","Unidentified female toddler, Humrichouse Family photo album, circa 1860-1885","Carte-de-visite of an unidentified female toddler, from the Humrichouse family, circa 1860-1885. Photograph taken by Israel & Co. Photographers, 125 Baltimore Street, Baltimore, Maryland. From the Humrichouse Family photograph album, found on page 18 of the album. To view the entire album, please visit http://hdl.handle.net/1903.1/11824.",,1801-1900,2 pages,Historical Manuscripts,To transcribe,,Item,Byron Family papers,http://fedora.lib.umd.edu/fedora/get/umd:82331/image;http://fedora.lib.umd.edu/fedora/get/umd:82330/image
umd:82332;http://hdl.handle.net/1903.1/12588,"Photograph, documentary","Unidentified older male, Humrichouse Family photo album, circa 1860-1885","Carte-de-visite of an unidentified older male, from the Humrichouse family, circa 1860-1885. Photograph taken by Lutheran Board of Publication, No. 42 North Ninth Street, Philadelphia, Pennsylvania. From the Humrichouse Family photograph album, found on page 19 of the album. To view the entire album, please visit http://hdl.handle.net/1903.1/11824.",,1801-1900,2 pages,Historical Manuscripts,To transcribe,,Item,Byron Family papers,http://fedora.lib.umd.edu/fedora/get/umd:82334/image;http://fedora.lib.umd.edu/fedora/get/umd:82333/image
umd:82393;http://hdl.handle.net/1903.1/12601,"Photograph, documentary","Unidentified woman, Humrichouse Family photo album, circa 1860-1885","Carte-de-visite of an unidentified woman, from the Humrichouse family, circa 1860-1885. From the Humrichouse Family photograph album, found behind another image on page 20 of the album. To view the entire album, please visit http://hdl.handle.net/1903.1/11824.",,1801-1900,2 pages,Historical Manuscripts,To transcribe,,Item,Byron Family papers,http://fedora.lib.umd.edu/fedora/get/umd:82397/image;http://fedora.lib.umd.edu/fedora/get/umd:82395/image
umd:82404;http://hdl.handle.net/1903.1/12602,"Photograph, documentary","Unidentified male preacher, Humrichouse Family photo album, circa 1860-1885","Carte-de-visite of an unidentified male preacher, circa 1860-1885. Photograph taken by F. Gutekunst, 712 Arch Street, Philadelphia, Pennsylvania. From the Humrichouse Family photograph album, found behind another image on page 20 of the album. To view the entire album, please visit http://hdl.handle.net/1903.1/11824.",,1801-1900,2 pages,Historical Manuscripts,To transcribe,,Item,Byron Family papers,http://fedora.lib.umd.edu/fedora/get/umd:82408/image;http://fedora.lib.umd.edu/fedora/get/umd:82406/image
umd:82415;http://hdl.handle.net/1903.1/12603,"Photograph, documentary","Tintype of unidentified young woman, Humrichouse Family photo album, circa 1860-1885","Tintype of an unidentified young woman, circa 1860-1885. From the Humrichouse Family photograph album, found behind another image on page 21 of the album. To view the entire album, please visit http://hdl.handle.net/1903.1/11824.",,1801-1900,2 pages,Historical Manuscripts,To transcribe,,Item,Byron Family papers,http://fedora.lib.umd.edu/fedora/get/umd:82417/image;http://fedora.lib.umd.edu/fedora/get/umd:82416/image
umd:82418;http://hdl.handle.net/1903.1/12604,"Photograph, documentary","Unidentified young man, Humrichouse Family photo album, circa 1860-1885","Carte-de-visite of an unidentified young man, circa 1860-1885. Photograph taken at Israel & Co. Photographers, 125 Baltimore Street, Baltimore, Maryland. From the Humrichouse Family photograph album, found behind another image on page 21 of the album. To view the entire album, please visit http://hdl.handle.net/1903.1/11824.",,1801-1900,2 pages,Historical Manuscripts,To transcribe,,Item,Byron Family papers,http://fedora.lib.umd.edu/fedora/get/umd:82420/image;http://fedora.lib.umd.edu/fedora/get/umd:82419/image
umd:82421;http://hdl.handle.net/1903.1/12605,"Photograph, documentary","Unidentified child, Humrichouse Family photo album, circa 1860-1885","Carte-de-visite of an unidentified child, circa 1860-1885. Photograph taken at Anderson, Richmond, Virginia. Back of photograph contains a drawing. From the Humrichouse Family photograph album, found on page 23 of the album. To view the entire album, please visit http://hdl.handle.net/1903.1/11824.",,1801-1900,2 pages,Historical Manuscripts,To transcribe,,Item,Byron Family papers,http://fedora.lib.umd.edu/fedora/get/umd:82423/image;http://fedora.lib.umd.edu/fedora/get/umd:82422/image
